,aerials_won,age,assists,avg_rating,bad_controls,blocks,clearances,country,crosses,dispossessed,dribbled_past,dribbles,first_eleven,fouled,fouls,goals,height_cm,interceptions,key_passes,long_balls,man_of_the_match,minutes_played,offsides,offsides_won,own_goals,pass_accuracy,passes,player_id,player_name,position,red_cards,shots,substituted_on,tackles,team,through_balls,weight_kg,yellow_cards
1006,0.3,21,4,6.68,1.5,0.0,0.5,es,0.3,1.2,0.9,0.8,27,1.3,1.6,1,180,0.2,1.0,1.2,0,2376,0.0,0.0,0,85.0,28.5,313542,Carlos Soler,M(CR),0,1.4,6,1.5,Valencia,0.1,76,4
1007,0.6,22,3,6.54,1.3,0.0,0.2,br,0.9,1.0,0.9,0.7,12,0.9,0.9,1,178,0.5,0.9,0.6,1,1078,0.0,0.0,0,71.6,14.6,243254,Andreas Pereira,AM(CLR),0,0.6,11,1.1,Valencia,0.0,71,5
1008,0.9,23,0,6.53,0.7,0.4,0.5,rs,0.1,0.3,0.5,0.4,6,0.1,0.3,0,184,1.1,0.6,0.8,0,551,0.0,0.0,0,84.9,16.8,296367,Nemanja Maksimovic,DMC,0,0.5,9,1.4,Valencia,0.0,75,1
1009,0.6,20,1,6.51,0.3,0.2,1.0,es,0.1,0.4,0.7,0.5,9,0.5,0.6,0,171,0.6,0.4,0.8,0,799,0.1,0.2,0,78.7,20.6,312580,Toni Lato,D(L),0,0.1,7,1.9,Valencia,0.0,64,4
1010,0.2,22,1,6.45,1.3,0.0,0.2,es,0.5,0.2,1.2,0.8,2,1.8,1.0,0,170,0.3,0.3,0.3,0,228,0.3,0.0,0,83.1,12.8,300779,Nacho Gil,AM(L),0,0.3,4,1.0,Valencia,0.0,69,0
1011,0.2,24,1,6.39,1.2,0.0,0.3,ar,0.2,1.1,0.2,0.3,5,0.5,0.4,2,174,0.1,1.0,0.4,0,524,0.5,0.0,0,79.5,13.9,125543,Luciano Vietto,FW,0,0.4,9,0.6,Valencia,0.1,69,1
1012,0.4,18,1,6.26,0.5,0.0,0.1,es,0.0,1.0,0.3,0.6,2,0.5,0.3,0,184,0.2,0.3,0.4,0,302,0.0,0.0,0,69.4,7.5,349760,Ferrán Torres,Forward,0,0.2,11,0.6,Valencia,0.0,77,0
1013,2.7,22,3,7.2,0.6,0.6,2.6,es,0.0,0.6,1.5,0.7,36,0.9,2.1,1,190,1.4,0.6,4.4,3,3228,0.1,0.1,0,90.1,66.8,303139,Rodri,DMC,0,0.9,1,2.8,Villarreal,0.0,78,8
1014,0.5,23,5,7.16,1.4,0.2,0.7,es,1.0,1.6,1.6,1.6,25,2.2,1.4,6,182,0.7,1.4,1.3,3,2085,0.2,0.0,0,82.5,29.5,238773,Samu Castillejo,AM(CLR),0,1.9,5,1.4,Villarreal,0.1,67,4
1015,1.8,27,3,7.14,0.8,0.3,3.1,es,0.3,0.5,0.9,0.7,31,0.5,1.4,2,182,1.8,1.0,1.9,3,2806,0.1,0.3,0,78.6,45.1,79909,Mario Gaspar,D(R),0,0.9,1,3.4,Villarreal,0.0,74,6
1016,1.1,27,0,7.01,1.7,0.1,1.7,cd,0.2,2.2,0.4,0.7,15,1.3,2.7,9,182,0.2,1.0,0.4,2,1269,0.7,0.0,0,73.8,18.6,86513,Cédric Bakambu,"AM(LR),FW",0,2.1,0,0.7,Villarreal,0.0,73,5
1017,0.7,31,6,6.95,1.5,0.0,0.5,co,0.1,0.7,0.3,1.0,30,0.6,0.6,15,181,0.2,0.9,0.4,3,2512,1.1,0.1,0,73.8,14.9,71687,Carlos Bacca,FW,0,2.1,5,0.3,Villarreal,0.0,77,9
1018,0.8,26,4,6.91,1.0,0.4,1.2,es,0.6,1.0,1.5,1.0,32,1.3,1.1,3,178,0.6,1.3,3.5,1,2709,0.0,0.0,0,87.6,53.4,102234,Manu Trigueros,M(C),1,0.8,2,1.8,Villarreal,0.2,71,9
1019,2.2,29,1,6.9,0.3,0.7,4.9,es,0.0,0.1,0.4,0.2,27,0.2,1.0,2,185,2.1,0.1,3.9,0,2417,0.0,0.7,0,85.6,52.6,79558,Víctor Ruiz,D(C),1,0.2,0,1.2,Villarreal,0.1,78,9
1020,0.8,22,12,6.9,1.5,0.1,0.4,es,0.2,1.2,1.2,0.8,30,0.9,1.0,3,178,0.6,1.5,2.3,4,2623,0.1,0.0,0,78.1,37.9,297203,Pablo Fornals,M(CLR),0,1.5,5,1.5,Villarreal,0.2,67,4
1021,1.1,30,0,6.86,0.6,0.3,2.5,es,0.4,0.5,0.6,0.9,29,1.2,1.8,0,171,1.5,1.0,2.3,0,2541,0.0,0.4,0,82.5,43.3,69965,Jaume Costa,"D(L),M(L)",1,0.4,1,2.2,Villarreal,0.0,62,13
1022,0.4,29,0,6.79,0.0,0.0,0.9,es,0.0,0.0,0.2,0.0,23,0.1,0.1,0,189,0.0,0.0,6.4,3,2070,0.0,0.0,0,55.2,23.3,32258,Sergio Asenjo,GK,0,0.0,0,0.1,Villarreal,0.0,87,3
1023,1.9,28,2,6.76,0.2,0.7,5.6,es,0.1,0.1,0.6,0.1,32,0.9,1.0,0,183,1.6,0.2,3.9,0,2899,0.1,0.8,0,83.7,43.5,99907,Álvaro González,D(C),1,0.5,1,1.2,Villarreal,0.0,75,13
1024,0.4,22,4,6.68,2.1,0.0,0.4,,0.5,1.5,1.7,1.3,14,1.3,1.2,2,184,0.8,1.2,1.3,1,1115,0.4,0.0,0,78.8,21.5,334221,Raba,AM(CR),1,0.9,7,1.2,Villarreal,0.1,74,3
1025,0.1,33,0,6.67,0.0,0.0,0.8,ar,0.0,0.0,0.0,0.0,12,0.2,0.0,0,188,0.1,0.0,4.6,0,1125,0.0,0.0,0,60.4,21.4,141021,Mariano Barbosa,GK,0,0.0,1,0.0,Villarreal,0.0,79,0
1026,1.2,37,1,6.63,0.3,0.8,4.7,it,0.0,0.0,0.3,0.1,14,0.7,0.9,0,183,0.8,0.2,3.5,0,1191,0.0,1.3,0,86.9,37.7,2247,Daniele Bonera,D(CR),1,0.1,1,1.1,Villarreal,0.0,84,4
1027,0.7,31,0,6.62,0.0,0.0,2.0,es,0.0,0.0,0.0,0.0,3,0.0,0.0,0,185,0.0,0.0,3.7,0,226,0.0,0.0,0,58.3,20.0,32565,Andrés Fernández,GK,0,0.0,0,0.3,Villarreal,0.0,82,0
1028,1.9,21,2,6.58,1.6,0.1,0.5,tr,0.0,1.6,0.5,0.4,11,1.1,1.4,5,185,0.2,0.4,0.1,1,1122,0.4,0.0,0,73.2,12.2,134695,Enes Ünal,FW,0,1.6,12,0.4,Villarreal,0.1,75,1
1029,0.5,34,0,6.56,0.5,0.2,3.4,rs,0.4,0.0,0.5,0.1,14,0.2,1.1,0,176,0.9,0.5,1.6,0,1270,0.0,0.3,0,83.4,27.3,28133,Antonio Rukavina,"D(LR),M(R)",0,0.1,3,1.5,Villarreal,0.1,71,5
1030,0.5,27,1,6.55,0.8,0.0,0.3,ru,0.3,0.8,0.7,0.7,9,0.6,0.9,2,179,0.5,0.7,0.3,0,922,0.2,0.0,0,71.7,12.5,110297,Denis Cheryshev,"AM(L),FW",0,1.2,15,1.1,Villarreal,0.0,74,2
1031,0.1,26,1,6.53,1.1,0.0,0.1,it,0.3,0.8,0.8,0.6,5,0.7,0.2,5,175,0.1,0.7,0.4,0,627,0.5,0.0,0,78.7,12.0,83651,Nicola Sansone,"AM(LR),FW",0,0.8,13,0.4,Villarreal,0.0,68,1
1032,0.7,21,0,6.48,0.7,0.0,2.0,es,0.0,0.7,2.0,0.7,2,0.0,2.0,0,181,1.0,0.3,2.0,0,233,0.0,0.7,0,85.4,29.7,243271,Adrián Marín,D(L),0,0.0,1,2.0,Villarreal,0.0,73,1
1033,0.6,27,0,6.41,0.8,0.0,0.4,it,0.2,1.0,0.6,0.6,11,1.5,1.6,0,182,0.2,0.6,0.3,0,1136,0.3,0.0,0,80.2,22.0,78906,Roberto Soriano,AM(CL),0,1.0,11,1.4,Villarreal,0.0,76,3
1034,1.5,28,0,6.35,0.5,0.0,1.5,sn,0.0,0.5,0.0,0.5,1,0.0,1.0,0,187,1.5,0.0,2.0,0,100,0.0,0.5,0,88.9,18.0,34123,Alfred N'Diaye,"D(C),M(C)",0,0.0,1,1.5,Villarreal,0.0,82,0
1035,0.6,24,0,6.29,0.6,0.0,0.1,co,0.0,0.6,0.3,0.8,2,1.3,0.8,1,180,0.0,0.0,0.3,0,227,0.1,0.0,0,75.0,7.5,135344,Roger Martínez,FW,0,1.4,6,0.1,Villarreal,0.0,76,1
1036,0.8,34,0,6.22,0.8,0.4,1.2,es,0.0,0.7,0.6,0.2,6,0.7,1.2,0,182,0.4,0.0,1.2,0,535,0.0,0.1,0,78.9,30.1,27745,Javi Fuego,M(C),0,0.1,5,1.7,Villarreal,0.0,74,2
1037,1.5,21,0,6.14,0.5,0.5,2.0,es,0.0,0.5,0.5,0.0,0,0.0,1.0,0,191,0.0,0.0,1.5,0,51,0.0,0.5,0,64.5,15.5,344259,Pau Torres,Defender,0,0.0,2,0.0,Villarreal,0.0,80,0
1038,0.0,22,0,6.12,1.0,0.0,1.0,ar,0.0,0.0,0.0,1.0,0,1.0,0.0,0,167,0.0,0.0,1.0,0,28,1.0,0.0,0,81.8,11.0,249908,Leo Suárez,Midfielder,0,1.0,1,0.0,Villarreal,0.0,60,0
1039,0.0,26,0,6.1,2.0,0.0,0.0,sa,0.0,2.0,0.0,0.0,0,1.0,1.0,0,171,0.0,0.0,0.0,0,33,1.0,0.0,0,88.2,17.0,111560,Salem Al Dawsari,Midfielder,0,0.0,1,1.0,Villarreal,0.0,72,1
1040,0.0,21,0,6.04,1.0,0.0,0.0,es,0.0,0.0,0.0,0.0,0,0.0,0.0,0,185,0.0,0.0,0.0,0,1,0.0,0.0,0,50.0,2.0,331699,Darío Poveda,Forward,0,0.0,1,1.0,Villarreal,0.0,75,0
1041,0.0,21,0,6.03,0.5,0.0,0.5,uy,0.3,0.8,0.3,0.0,0,0.5,0.3,0,183,0.0,0.3,0.3,0,67,0.0,0.0,0,80.6,7.8,346201,Ramiro Guerra,Midfielder,0,0.0,4,0.8,Villarreal,0.0,75,1
1042,1.0,22,0,6.03,0.0,0.0,0.0,es,0.0,0.0,0.0,0.0,0,0.0,0.0,0,183,0.0,0.5,0.0,0,16,0.5,0.0,0,57.1,3.5,306786,Mario González,Midfielder,0,0.5,2,0.0,Villarreal,0.0,76,0
1043,1.8,24,0,5.94,0.0,0.3,3.3,pt,0.0,1.0,0.5,0.3,3,0.3,0.3,0,189,1.3,0.3,0.8,0,231,0.0,0.8,0,87.5,22.0,136305,Rúben Semedo,D(C),0,0.3,1,1.5,Villarreal,0.0,84,0
1044,0.0,21,0,5.89,0.5,0.3,0.3,es,0.0,0.3,0.5,0.5,1,0.5,0.8,0,181,0.3,0.3,1.0,0,86,0.0,0.0,0,77.8,11.3,344260,Chuca,Midfielder,0,0.8,3,0.3,Villarreal,0.0,75,1
1045,3.2,27,0,7.54,0.9,0.6,5.9,es,0.1,0.4,1.1,1.4,16,1.0,1.3,1,184,2.0,0.3,5.2,2,1421,0.0,0.9,0,85.8,68.3,83686,Marc Bartra,D(CR),0,0.8,0,2.4,Real Betis,0.1,73,6
1046,0.8,22,6,7.17,1.7,0.1,1.0,es,0.1,1.4,1.4,2.0,30,1.0,0.8,3,189,1.2,1.0,3.2,3,2662,0.1,0.0,0,86.4,61.3,294193,Fabián Ruiz,AM(C),0,1.2,4,2.4,Real Betis,0.1,70,3
1047,1.4,21,2,7.12,1.1,0.1,1.9,,0.3,0.4,0.6,0.6,14,1.1,1.2,2,184,1.4,0.6,1.3,0,1190,0.0,0.7,0,83.7,40.3,351252,Júnior Firpo,"D(L),M(L)",0,0.9,0,1.9,Real Betis,0.0,0,4
1048,0.5,34,0,7.08,0.0,0.0,0.5,es,0.0,0.0,0.0,0.3,4,0.3,0.0,0,182,0.0,0.3,3.8,0,309,0.0,0.0,0,64.4,26.0,33219,Dani Giménez,GK,0,0.0,0,0.0,Real Betis,0.0,77,0
1049,0.5,36,7,7.01,1.2,0.1,1.0,es,1.0,1.2,0.3,1.8,29,1.1,0.6,4,179,0.4,1.5,2.0,5,2487,0.1,0.0,0,86.2,35.2,3283,Joaquín,"M(CLR),FW",0,0.9,6,0.6,Real Betis,0.1,75,7
1050,0.9,24,0,6.96,2.3,0.1,0.6,es,0.1,1.9,0.9,1.3,12,1.9,1.7,7,188,0.1,0.5,0.3,2,1064,0.3,0.0,0,72.0,12.6,351684,Loren Morón,FW,0,1.9,3,0.9,Real Betis,0.1,66,3
1051,0.6,31,8,6.91,1.2,0.2,0.9,mx,1.2,1.3,1.4,0.8,25,1.3,1.1,2,169,0.8,1.6,3.3,2,2267,0.1,0.2,0,86.5,50.4,21019,Andrés Guardado,"D(L),M(CL)",0,1.1,4,1.4,Real Betis,0.2,67,7
1052,0.9,22,0,6.85,1.4,0.3,1.6,es,0.4,1.6,1.3,1.2,10,1.9,1.2,1,185,1.5,0.6,0.4,0,992,0.1,0.4,0,79.5,34.6,344221,Francis,"D(R),M(R)",0,0.3,4,2.2,Real Betis,0.0,0,2
1053,1.9,28,0,6.85,0.8,0.9,6.1,ma,0.1,0.2,0.3,0.2,14,1.1,1.3,3,191,2.4,0.1,6.2,0,1257,0.1,0.9,1,81.3,54.1,106597,Zouhair Feddal,D(C),0,0.4,1,1.5,Real Betis,0.0,83,7
1054,1.8,26,0,6.84,0.4,0.7,3.7,dz,0.0,0.2,0.4,0.4,34,0.8,1.0,1,184,2.1,0.1,3.2,1,3025,0.0,0.9,0,91.9,62.6,90115,Aissa Mandi,D(CLR),1,0.4,0,1.6,Real Betis,0.0,78,9
1055,1.6,31,6,6.77,0.7,0.2,1.8,es,0.5,0.3,0.4,0.5,28,0.7,1.8,0,182,0.8,0.7,1.7,2,2377,0.1,0.3,0,83.7,45.4,14085,Antonio Barragán,"D(R),M(R)",0,0.3,1,2.0,Real Betis,0.0,76,7
1056,1.4,22,0,6.75,1.6,0.0,0.4,py,0.1,0.5,0.2,0.4,8,0.9,0.7,8,181,0.2,0.2,0.2,0,847,0.5,0.1,0,73.1,10.1,135057,Antonio Sanabria,FW,0,1.4,9,0.5,Real Betis,0.0,74,0
1057,0.2,28,3,6.71,1.0,0.0,0.3,dz,0.4,1.0,0.7,1.4,15,0.6,0.8,2,177,0.3,1.0,1.3,1,1361,0.0,0.0,0,80.6,29.7,67958,Ryad Boudebouz,"M(CLR),FW",0,0.7,12,1.2,Real Betis,0.1,72,2
1058,0.2,26,3,6.68,0.9,0.0,0.1,es,0.2,0.6,0.9,1.3,16,0.6,0.4,4,178,0.5,0.8,0.6,3,1685,0.3,0.0,0,77.3,21.3,91800,Cristian Tello,M(LR),0,1.1,16,1.0,Real Betis,0.1,65,2
1059,0.0,26,1,6.65,1.1,0.0,0.0,cr,0.0,1.0,0.4,1.1,2,1.6,0.4,2,178,0.0,0.6,0.6,0,209,0.0,0.0,0,88.8,11.1,95977,Joel Campbell,"AM(LR),FW",0,0.9,6,0.8,Real Betis,0.0,71,1
1060,1.5,31,0,6.62,0.6,0.4,2.4,es,0.0,0.7,0.8,0.4,27,1.0,1.0,1,186,0.8,0.3,2.2,0,2411,0.0,0.3,0,91.8,52.3,12378,Javi García,"D(C),DMC",0,0.3,5,1.1,Real Betis,0.0,82,7
1061,0.8,29,1,6.61,1.3,0.0,0.1,es,0.1,1.3,0.3,0.6,23,1.3,0.8,11,178,0.2,0.3,0.5,1,1983,0.4,0.0,0,69.2,11.9,135610,Sergio León,FW,0,2.1,8,0.4,Real Betis,0.0,73,5
1062,0.2,31,2,6.59,0.2,0.0,0.7,es,0.0,0.0,0.0,0.2,30,0.1,0.0,0,190,0.0,0.1,7.9,2,2700,0.0,0.0,0,67.4,37.5,23285,Antonio Adán,GK,0,0.0,0,0.0,Real Betis,0.0,92,4
1063,0.3,24,0,6.59,0.3,0.0,2.0,es,0.0,0.3,1.3,1.0,1,1.0,0.7,0,173,0.3,0.7,1.0,0,134,0.0,0.0,0,90.5,24.7,279472,Rafa Navarro,D(R),0,0.3,2,1.0,Real Betis,0.0,61,0
1064,1.2,26,0,6.53,0.3,0.2,3.0,es,0.0,0.1,0.5,0.7,24,0.4,1.5,0,184,1.5,0.2,4.0,0,2052,0.0,1.1,1,90.0,63.9,83357,Jordi Amat,"D(C),DMC",2,0.3,1,1.3,Real Betis,0.0,78,6
1065,0.3,24,3,6.49,1.0,0.3,2.0,dk,0.3,0.2,0.3,0.3,23,0.4,0.6,2,168,0.6,0.8,1.3,0,2080,0.1,0.1,0,84.9,34.4,283282,Riza Durmisi,D(L),0,0.8,1,1.6,Real Betis,0.0,68,4
1066,1.0,26,0,6.36,0.7,0.2,2.7,ro,0.7,0.2,0.7,0.3,5,0.5,0.8,0,181,0.8,0.2,1.5,0,424,0.0,0.5,1,86.8,30.3,94867,Alin Tosca,D(CL),0,0.3,1,2.0,Real Betis,0.0,80,0
1067,0.4,24,0,6.34,1.5,0.0,0.5,es,0.1,1.0,0.4,0.5,14,1.3,0.8,1,183,0.6,0.6,1.5,0,1253,0.1,0.0,1,86.8,26.3,140957,Víctor Camarasa,M(CR),0,0.9,10,0.8,Real Betis,0.0,76,2
1068,0.3,23,0,6.32,1.4,0.0,0.4,co,0.1,0.4,0.4,0.4,4,2.3,0.6,0,180,1.1,0.3,1.3,0,305,0.0,0.0,0,91.0,22.1,344220,Juanjo Narváez,Forward,0,0.4,3,1.1,Real Betis,0.1,76,0
1069,0.2,37,1,6.28,0.6,0.0,0.1,es,0.0,0.2,0.0,0.1,3,0.5,0.1,1,174,0.0,0.2,0.2,0,355,0.6,0.0,0,82.8,5.8,32853,Rubén Castro,"AM(LR),FW",0,0.9,7,0.1,Real Betis,0.1,72,0
1070,0.1,21,0,6.2,1.0,0.0,0.1,ar,0.0,0.9,0.4,1.1,3,0.9,1.0,0,175,0.3,0.6,0.7,0,249,0.0,0.0,0,81.4,16.9,141633,Nahuel Leiva,AM(LR),0,0.3,4,0.6,Real Betis,0.0,67,2
1071,0.0,23,0,6.11,0.0,0.0,0.6,es,0.0,0.0,0.0,0.0,4,0.0,0.0,0,187,0.0,0.0,6.0,0,411,0.0,0.0,0,76.1,31.8,141254,Pedro López,Goalkeeper,0,0.0,1,0.0,Real Betis,0.0,80,0
1072,0.0,20,0,5.96,0.0,0.0,0.0,es,0.0,1.0,0.0,0.0,0,0.0,0.0,0,170,0.5,0.0,0.0,0,22,0.0,0.0,0,81.0,10.5,346070,Julio Gracia,Midfielder,0,0.5,2,0.0,Real Betis,0.0,66,0
1073,0.0,22,0,5.94,1.0,0.0,0.0,es,0.0,0.5,0.0,0.0,0,0.0,0.5,0,0,0.0,0.0,0.0,0,7,0.0,0.0,0,100.0,2.0,349494,Aitor Ruibal,Forward,0,0.0,2,0.0,Real Betis,0.0,0,0
1074,0.4,30,3,7.08,1.1,0.0,0.5,ar,1.1,1.9,1.3,2.7,25,1.6,1.4,3,174,0.4,2.1,5.3,0,2397,0.1,0.0,0,86.8,68.8,33724,Éver Banega,M(C),1,1.2,6,2.3,Sevilla,0.1,71,9
1075,2.1,28,2,7.06,1.1,0.2,2.0,es,0.3,0.6,1.1,1.0,26,1.4,1.3,0,176,2.5,0.5,2.1,3,2332,0.0,0.3,0,81.5,49.0,89856,Sergio Escudero,"D(L),M(L)",0,0.7,1,2.9,Sevilla,0.0,65,10
1076,2.8,34,0,6.96,0.4,0.2,4.8,ar,0.0,0.2,0.4,0.0,5,0.4,2.0,0,181,2.6,0.2,5.4,0,406,0.0,0.2,0,86.4,45.6,19193,Nico Pareja,D(C),0,0.6,0,2.2,Sevilla,0.2,75,2
1077,2.0,28,0,6.92,0.7,0.3,2.0,ar,0.0,0.6,1.6,0.9,19,1.0,2.0,1,186,1.1,0.3,2.0,1,1754,0.0,0.0,0,86.3,51.9,125629,Guido Pizarro,DMC,0,0.5,5,3.1,Sevilla,0.0,80,9
1078,3.8,29,2,6.89,0.7,0.3,1.3,fr,0.1,0.5,0.4,0.5,26,0.5,1.1,1,196,1.0,0.5,2.1,1,2216,0.1,0.1,0,88.0,68.6,39935,Steven N'Zonzi,M(C),0,0.8,1,1.4,Sevilla,0.0,75,2
1079,0.3,25,0,6.87,0.0,0.0,1.7,es,0.0,0.0,0.0,0.0,15,0.1,0.0,0,192,0.1,0.0,5.9,1,1265,0.0,0.0,0,66.8,20.5,243262,David Soria,GK,0,0.0,0,0.1,Sevilla,0.0,83,1
1080,2.0,23,1,6.87,0.2,0.8,4.3,fr,0.0,0.3,0.5,0.3,33,0.7,1.5,3,186,1.0,0.1,2.9,3,3002,0.0,0.6,0,83.9,49.0,236511,Clément Lenglet,D(C),0,0.4,2,1.9,Sevilla,0.0,81,9
1081,2.2,29,0,6.82,0.2,0.5,5.3,dk,0.0,0.0,0.5,0.1,18,0.5,0.9,2,191,1.6,0.1,2.7,0,1572,0.0,0.5,0,84.4,39.4,20769,Simon Kjaer,D(C),0,0.5,2,1.8,Sevilla,0.0,82,3
1082,1.6,31,1,6.8,0.5,0.8,3.0,ar,0.2,0.2,1.2,0.2,25,0.6,1.4,0,181,1.6,0.3,1.5,1,2124,0.2,0.7,0,83.1,36.8,35689,Gabriel Mercado,D(CR),0,0.7,1,2.2,Sevilla,0.0,85,9
1083,0.3,28,0,6.79,1.5,0.0,0.5,br,0.4,1.0,1.0,0.5,7,1.4,0.6,2,184,0.3,1.0,0.9,0,524,0.0,0.0,0,82.4,42.6,40237,Ganso,AM(C),0,0.9,1,1.9,Sevilla,0.1,73,0
1084,1.2,27,1,6.79,1.5,0.5,4.0,fr,0.2,1.5,0.3,1.7,6,1.0,0.7,0,178,1.0,0.5,1.5,0,540,0.0,0.2,0,82.7,49.0,90446,Lionel Carole,D(L),0,0.5,0,2.0,Sevilla,0.0,79,0
1085,1.0,22,0,6.77,2.0,0.0,0.0,es,0.0,0.5,1.0,0.0,2,0.5,2.0,1,185,0.0,1.5,0.5,0,139,0.0,0.0,0,77.8,18.0,140812,Carlos Fernández,FW,0,2.5,0,1.0,Sevilla,0.0,72,0
1086,2.0,29,0,6.75,0.0,0.5,3.5,pt,0.0,0.3,0.5,0.0,5,0.0,0.8,0,180,1.7,0.3,3.0,0,459,0.0,0.7,0,85.9,41.5,43824,Daniel Carriço,"D(C),DMC",0,0.3,1,1.2,Sevilla,0.0,79,1
1087,1.3,29,6,6.74,1.7,0.1,0.4,it,0.2,2.0,0.9,1.1,22,2.0,1.6,4,186,0.4,1.4,0.8,3,1845,0.3,0.0,0,74.8,28.7,102439,Franco Vázquez,"AM(CR),FW",0,1.9,8,1.3,Sevilla,0.1,82,5
1088,0.4,26,5,6.73,1.7,0.0,0.6,es,0.7,1.4,1.1,0.6,27,1.2,1.4,6,178,0.9,1.4,0.7,1,2400,0.6,0.0,0,79.0,29.6,94868,Pablo Sarabia,"D(L),M(CLR)",1,1.7,7,0.8,Sevilla,0.2,70,7
1089,0.9,30,0,6.73,0.6,0.3,2.3,mx,0.8,0.3,1.2,0.5,11,0.6,0.8,2,178,0.9,0.7,1.8,0,1181,0.0,0.3,0,77.7,31.9,34333,Miguel Layún,"D(LR),M(CR)",0,1.4,5,1.8,Sevilla,0.0,70,4
1090,0.7,23,1,6.72,1.0,0.0,0.5,ar,0.0,1.2,1.0,1.9,15,2.0,1.2,1,189,0.1,1.1,1.0,0,1199,0.2,0.0,0,83.9,21.9,125378,Joaquín Correa,"AM(CL),FW",0,1.1,6,0.7,Sevilla,0.0,75,5
1091,0.4,31,5,6.72,1.5,0.1,0.5,es,0.2,1.4,0.6,0.9,17,0.8,0.6,4,175,0.3,1.1,0.7,0,1600,0.7,0.0,0,73.4,20.2,91267,Nolito,AM(L),0,1.3,13,1.6,Sevilla,0.1,65,4
1092,0.6,27,3,6.67,1.8,0.0,0.1,fr,0.0,1.2,0.0,0.6,18,0.8,0.7,9,170,0.2,1.1,0.3,1,1700,0.8,0.0,0,78.8,18.8,89946,Wissam Ben Yedder,"AM(C),FW",1,1.9,7,0.5,Sevilla,0.1,68,1
1093,0.5,32,0,6.62,0.8,0.2,1.2,es,0.5,0.7,0.5,0.6,20,0.9,0.6,1,172,0.7,1.2,1.5,1,1763,0.3,0.1,0,77.0,30.1,9446,Jesús Navas,"D(R),M(R)",0,0.7,6,1.2,Sevilla,0.0,60,2
1094,0.0,24,0,6.6,1.0,0.0,0.0,es,0.0,0.0,1.0,1.0,1,0.0,2.0,0,185,0.0,1.0,3.0,0,54,0.0,0.0,0,74.3,35.0,317353,Borja Lasso,Midfielder,0,0.0,0,4.0,Sevilla,1.0,75,0
1095,1.0,27,1,6.59,0.8,0.3,1.4,fr,0.5,0.5,0.6,0.4,9,1.8,1.7,0,176,1.3,0.4,0.8,0,824,0.3,0.1,0,80.2,24.8,71293,Sébastien Corchia,"D(R),M(R)",0,0.4,3,1.5,Sevilla,0.0,69,4
1096,0.9,27,1,6.57,1.3,0.1,0.1,co,0.1,1.1,0.7,1.0,17,0.4,0.9,7,179,0.1,0.7,0.1,3,1604,1.1,0.0,0,75.4,14.6,84190,Luis Muriel,"AM(C),FW",0,2.0,12,0.6,Sevilla,0.0,79,4
1097,1.0,24,0,6.55,5.0,0.0,3.0,ar,0.0,2.0,2.0,0.0,1,2.0,2.0,0,172,0.0,1.0,1.0,0,77,1.0,0.0,0,69.6,23.0,303907,Walter Montoya,AM(CR),0,1.0,0,1.0,Sevilla,1.0,73,0
1098,0.5,24,0,6.5,0.1,0.0,1.0,es,0.0,0.0,0.1,0.0,23,0.1,0.0,0,194,0.0,0.0,5.1,1,2155,0.0,0.0,0,60.1,22.9,109338,Sergio Rico,GK,0,0.0,1,0.0,Sevilla,0.0,90,2
1099,0.4,24,1,6.47,0.1,0.4,1.9,de,0.3,0.1,0.7,0.0,7,0.1,0.6,0,181,0.7,0.4,2.2,0,670,0.0,0.2,0,84.9,26.1,93672,Johannes Geis,"D(C),DMC",0,0.4,7,1.4,Sevilla,0.0,81,0
1100,0.1,35,1,6.46,1.1,0.0,0.5,dk,0.2,0.7,0.4,0.7,5,0.2,0.2,1,171,0.3,0.2,1.2,0,533,0.2,0.0,0,85.4,27.4,10623,Michael Krohn-Dehli,M(CLR),0,0.4,8,1.0,Sevilla,0.0,68,0
1101,0.1,29,0,6.45,0.7,0.3,0.6,es,0.1,0.3,0.3,0.4,4,0.9,1.4,0,171,0.0,0.7,2.0,0,342,0.0,0.0,0,91.4,31.4,108176,Roque Mesa,DMC,0,0.1,3,1.9,Sevilla,0.0,74,2
1102,0.3,23,1,6.45,1.5,0.0,0.2,es,0.2,1.0,0.5,0.8,7,1.7,1.3,0,175,0.3,0.7,0.3,0,715,0.4,0.0,0,81.5,18.3,135242,Sandro Ramírez,"AM(L),FW",0,1.8,6,0.6,Sevilla,0.0,71,0
1103,0.7,21,0,6.31,0.3,0.0,2.3,br,0.0,0.0,0.0,0.0,2,0.7,0.7,0,180,1.7,0.0,0.3,0,192,0.0,0.0,1,87.0,33.3,241822,Guilherme Arana,D(L),0,0.0,1,1.3,Sevilla,0.0,68,0
1104,0.0,18,0,6.16,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0,161,0.0,0.0,0.0,0,9,0.0,0.0,0,75.0,4.0,357790,José Lara,Midfielder,0,0.0,1,0.0,Sevilla,0.0,0,0
1105,2.0,26,0,7.11,0.6,0.4,5.2,tg,0.1,0.4,0.5,0.8,36,0.7,1.4,1,187,2.2,0.1,2.4,2,3240,0.0,0.7,0,70.6,26.9,332990,Djené Dakonam,D(C),0,0.3,0,2.4,Getafe,0.0,72,9
